Test Type,RMSE,DTW min values,DTW max values,DTW avg values,DTW range values,min index,max index,DTW min values by class,DTW max values by class,DTW avg values by class,DTW range values by class,min index by class,max index by class
UMD with 9 segments for 4 permutations and nobottleneck,0.74220300154821,4.36008584382865,117.001636147672,40.0953578159857,112.641550303843,73,5,"[5.781181171725138, 4.360085843828649, 6.503031371406177]","[117.00163614767175, 45.486248634088156, 88.39830010964575]","[51.03968249397972, 23.540569522193806, 45.70582143178344]","[111.22045497594661, 41.12616279025951, 81.89526873823957]","[1, 73, 122]","[5, 52, 111]"
UMD with 9 segments for 5 permutations and nobottleneck,0.599075836544685,5.07417265608118,90.3446999269707,31.8634466040226,85.2705272708895,49,96,"[7.65808128274109, 5.0741726560811795, 7.188525759524589]","[90.17106366645376, 46.43539058364066, 90.34469992697072]","[38.906183928789936, 19.36570303431728, 37.31845284896059]","[82.51298238371267, 41.36121792755948, 83.15617416744612]","[13, 49, 134]","[0, 58, 96]"
UMD with 9 segments for 6 permutations and nobottleneck,0.602945071088122,5.08713641568962,100.307934451146,30.2084083132311,95.2207980354561,85,45,"[7.7248468143278775, 5.087136415689621, 6.072958964000219]","[100.30793445114568, 37.2019602731489, 91.297775627516]","[35.968220992159154, 18.8661666988969, 35.790837248637274]","[92.58308763681781, 32.11482385745928, 85.22481666351578]","[38, 85, 96]","[45, 55, 114]"
UMD with 9 segments for 7 permutations and nobottleneck,0.593614346648839,6.29425542204171,99.0737357574479,30.2769040272291,92.7794803354062,120,19,"[8.353691768936356, 7.660986075565003, 6.2942554220417115]","[99.07373575744789, 39.780906154587534, 78.73484035147005]","[37.36775528050615, 18.248263904075536, 35.214692897105486]","[90.72004398851153, 32.11992007902253, 72.44058492942834]","[1, 80, 120]","[19, 55, 128]"
UMD with 9 segments for 8 permutations and nobottleneck,0.626183161506419,5.72357985993933,100.80249007495,29.9827393940213,95.0789102150111,121,16,"[14.000109253759621, 7.817013869771412, 5.723579859939332]","[100.8024900749504, 49.88029934387222, 78.47829652641855]","[37.30003391293064, 19.715336860332894, 32.93284740880032]","[86.80238082119078, 42.0632854741008, 72.75471666647921]","[34, 74, 121]","[16, 64, 103]"
UMD with 9 segments for 9 permutations and nobottleneck,0.474413649659898,7.76768291730917,65.2974644210744,24.2275752512265,57.5297815037652,95,24,"[12.365379119505967, 7.767682917309174, 7.777816266067453]","[65.29746442107438, 37.677776844498936, 63.37900888044634]","[28.853434776445102, 15.556723350298975, 28.272567626935338]","[52.932085301568414, 29.910093927189763, 55.60119261437889]","[25, 95, 132]","[24, 87, 114]"
UMD with 10 segments for 1 permutations and bottleneck,1.07268986800397,17.6179358173986,132.952730531017,55.3919253194876,115.334794713619,76,19,"[28.91762183717276, 17.617935817398553, 24.834345376442574]","[132.9527305310171, 107.88868685747057, 113.93980604419772]","[55.844587333677005, 51.654143109848974, 58.677045514936786]","[104.03510869384434, 90.27075104007201, 89.10546066775515]","[38, 76, 134]","[19, 90, 113]"
UMD with 10 segments for 1 permutations and nobottleneck,0.920968617987502,3.62080738257243,128.346987068194,49.1934699164593,124.726179685622,60,99,"[26.259791546027223, 3.6208073825724316, 26.50399814667327]","[117.27604211712237, 111.92973654095339, 128.34698706819412]","[51.02052539121064, 42.3999165617414, 54.15996779642577]","[91.01625057109516, 108.30892915838095, 101.84298892152086]","[25, 60, 127]","[5, 53, 99]"
UMD with 10 segments for 2 permutations and nobottleneck,0.878198837010174,3.45754933791055,102.118703397697,43.9144308840708,98.6611540597863,49,9,"[16.953048001860434, 3.4575493379105535, 19.849029593805664]","[102.11870339769683, 72.79204820307146, 84.3444571581372]","[51.265783206573026, 29.941248572968604, 50.53626087267083]","[85.1656553958364, 69.33449886516091, 64.49542756433154]","[14, 49, 134]","[9, 64, 113]"
UMD with 10 segments for 3 permutations and nobottleneck,0.738751854730861,3.71972135116238,95.352633680074,37.6357503200802,91.6329123289117,74,4,"[5.355885285041954, 3.7197213511623763, 14.970382752284825]","[95.35263368007402, 78.06517950650567, 83.65963520298536]","[44.50043177300085, 25.559282658777477, 42.847536528462435]","[89.99674839503207, 74.3454581553433, 68.68925245070054]","[36, 74, 103]","[4, 63, 133]"
UMD with 10 segments for 4 permutations and nobottleneck,0.740174302572716,4.61164302068544,102.349298297322,36.8265644426753,97.7376552766368,13,113,"[4.6116430206854435, 6.0821418204006905, 5.079002945510871]","[94.84387737598117, 58.03683325423059, 102.3492982973222]","[42.20635096822464, 23.703354938197467, 44.569987421603855]","[90.23223435529572, 51.95469143382989, 97.27029535181134]","[13, 48, 96]","[37, 57, 113]"
UMD with 10 segments for 5 permutations and nobottleneck,0.647464855568686,7.56973634144423,91.5841014939793,31.4172807660077,84.0143651525351,0,108,"[7.5697363414442265, 9.176297886320228, 11.19497835631686]","[64.48138365940316, 69.36018303298297, 91.58410149397933]","[32.92935332379313, 22.08062474351856, 39.24186423071134]","[56.91164731795894, 60.183885146662746, 80.38912313766247]","[0, 54, 136]","[11, 76, 108]"
UMD with 10 segments for 6 permutations and nobottleneck,0.654462364460747,5.85855434909072,93.620917583147,33.0491600199244,87.7623632340563,74,5,"[6.028332076885871, 5.858554349090723, 16.71599034255284]","[93.62091758314703, 40.42681695326246, 89.845298642729]","[36.63365061736007, 19.910998501194335, 42.602830941218635]","[87.59258550626116, 34.568262604171736, 73.12930830017616]","[13, 74, 134]","[5, 63, 110]"
UMD with 10 segments for 7 permutations and nobottleneck,0.582632901546587,5.59830234504634,78.4624270010745,28.1531755309574,72.8641246560282,74,7,"[6.132071767260003, 5.598302345046335, 7.396445195607299]","[78.46242700107449, 47.87708047185441, 76.78737952419996]","[33.954878380547356, 16.66570766337877, 33.83894054894594]","[72.33035523381449, 42.27877812680808, 69.39093432859266]","[14, 74, 98]","[7, 55, 123]"
UMD with 10 segments for 8 permutations and nobottleneck,0.534647687004772,4.94975138361109,66.9031553412141,25.7025527454663,61.953403957603,84,133,"[6.199995878362904, 4.949751383611093, 6.353119534007772]","[55.50089139487513, 45.66059115909201, 66.90315534121413]","[27.88639053769161, 17.580813373104927, 31.64045432560239]","[49.30089551651223, 40.71083977548091, 60.550035807206356]","[38, 84, 97]","[45, 52, 133]"
UMD with 10 segments for 9 permutations and nobottleneck,0.51024206410895,7.8127852451294,120.118438233469,25.5393306333458,112.30565298834,62,5,"[9.814753183150774, 7.812785245129397, 12.07490563081267]","[120.1184382334692, 63.22970820310008, 88.15713312695026]","[28.097517418040876, 16.675486081468517, 31.844988400528056]","[110.30368505031844, 55.416922957970684, 76.08222749613759]","[2, 62, 133]","[5, 64, 118]"
UMD with 10 segments for 10 permutations and nobottleneck,0.524662400476953,6.73319633662216,84.5005484483466,26.729129183204,77.7673521117244,50,119,"[6.9258161836138905, 6.7331963366221625, 6.954751622050622]","[66.39359375691095, 50.849653005565756, 84.50054844834656]","[32.536149626900674, 17.789552483660334, 29.861685439051076]","[59.467777573297056, 44.11645666894359, 77.54579682629594]","[12, 50, 121]","[0, 57, 119]"
UMD with 11 segments for 1 permutations and bottleneck,0.944072800059924,15.397062994431,103.320633572006,49.6401230461417,87.9235705775745,107,15,"[25.069215428051024, 18.552291801912016, 15.397062994431]","[103.32063357200552, 86.79432596740718, 102.50426054660807]","[50.299320758695295, 43.94366227081829, 54.6773861089114]","[78.2514181439545, 68.24203416549516, 87.10719755217707]","[13, 86, 107]","[15, 79, 128]"
UMD with 11 segments for 1 permutations and nobottleneck,0.845732402278029,16.2818380681212,105.536205395092,48.768961932889,89.2543673269713,90,137,"[25.64922577657882, 16.281838068121154, 25.300116120249417]","[92.91151673846913, 90.93765000310958, 105.53620539509245]","[50.01031363889854, 41.72740973610305, 54.56916242366528]","[67.26229096189032, 74.65581193498844, 80.23608927484304]","[14, 90, 108]","[33, 84, 137]"
UMD with 11 segments for 2 permutations and nobottleneck,0.820471516538785,5.92964156014821,107.968262961906,42.6084484072681,102.038621401758,86,97,"[22.481795595966283, 5.929641560148212, 22.07822084827717]","[107.03164571385201, 68.54602749242362, 107.96826296190629]","[47.19247245460206, 31.701182367793383, 48.931690399408744]","[84.54985011788574, 62.616385932275406, 85.89004211362912]","[5, 86, 134]","[16, 72, 97]"
UMD with 11 segments for 3 permutations and nobottleneck,0.705396324221281,9.36374974958443,92.9220972833401,35.7388438691414,83.5583475337556,71,14,"[17.610601672911837, 9.363749749584425, 9.929310888982398]","[92.92209728334008, 70.92013847585861, 86.47012306114073]","[43.59985626500164, 22.98192108213532, 40.63475426028721]","[75.31149561042824, 61.55638872627418, 76.54081217215833]","[25, 71, 136]","[14, 82, 124]"
UMD with 11 segments for 4 permutations and nobottleneck,0.66619772720169,3.98087675826678,88.7280582918567,34.8236186045685,84.7471815335899,14,86,"[3.980876758266782, 4.465480791821832, 4.23981692426835]","[75.8450935872929, 88.7280582918567, 78.35878963996532]","[37.450875555165275, 25.753104723701615, 41.26687553483851]","[71.8642168290261, 84.26257750003487, 74.11897271569697]","[14, 73, 132]","[27, 86, 101]"
UMD with 11 segments for 5 permutations and nobottleneck,0.627789029602881,7.7743740486888,101.46819123335,30.9390362683373,93.6938171846613,97,100,"[17.550467841998216, 8.66982243651792, 7.774374048688804]","[63.126721245861646, 82.54573280747391, 101.46819123335013]","[34.28494692611887, 21.003833967478034, 37.52832791141486]","[45.57625340386343, 73.87591037095599, 93.69381718466133]","[10, 73, 97]","[32, 70, 100]"
UMD with 11 segments for 6 permutations and nobottleneck,0.612520076327271,5.64811598545077,90.8574546860114,30.3819968191835,85.2093387005607,120,56,"[7.05626475995847, 5.797651617692425, 5.648115985450774]","[62.464584397508766, 90.85745468601144, 80.16359800569379]","[31.42396534710907, 21.426291301639306, 38.29573380880202]","[55.40831963755029, 85.05980306831901, 74.51548202024301]","[25, 73, 120]","[16, 56, 110]"
UMD with 11 segments for 7 permutations and nobottleneck,0.533964609386603,4.97932743209895,65.7873883829535,26.3636749019861,60.8080609508545,73,11,"[6.478879580181298, 4.979327432098952, 7.186125405560368]","[65.78738838295347, 63.38120927257016, 61.463981674395846]","[31.068726419053927, 16.69471260942075, 31.327585677483526]","[59.30850880277217, 58.401881840471205, 54.27785626883548]","[13, 73, 133]","[11, 55, 100]"
UMD with 11 segments for 8 permutations and nobottleneck,0.599246272316668,5.46574850680844,67.4502460341555,29.181857107188,61.9844975273471,48,115,"[11.464905000975799, 5.465748506808437, 9.604751092261179]","[62.84021192521174, 60.58152935478202, 67.4502460341555]","[32.338796862091904, 20.860748091884386, 34.3460263675878]","[51.37530692423594, 55.11578084797358, 57.845494941894316]","[2, 48, 108]","[20, 93, 115]"
UMD with 11 segments for 9 permutations and nobottleneck,0.482998804017011,9.14432680733879,79.847619317661,24.7057420638418,70.7032925103222,133,96,"[10.753251646647756, 9.506141804326397, 9.14432680733879]","[74.36602199655013, 74.51294220443427, 79.84761931766099]","[26.388547198873322, 16.969786779569286, 30.758892213082873]","[63.61277034990238, 65.00680040010786, 70.7032925103222]","[0, 49, 133]","[4, 87, 96]"
UMD with 11 segments for 10 permutations and nobottleneck,0.507676528306589,4.49215717091696,59.3978351642021,25.1066782154139,54.9056779932851,74,17,"[6.474014726235418, 4.492157170916962, 8.4695484998025]","[59.39783516420209, 50.24115697265713, 57.53377065364152]","[28.716038818656013, 16.469085572888144, 30.13491025469749]","[52.923820437966675, 45.74899980174017, 49.06422215383902]","[14, 74, 120]","[17, 62, 100]"
UMD with 11 segments for 11 permutations and nobottleneck,0.521459171273344,3.97890147840163,62.7619100050838,24.8532345726508,58.7830085266822,86,109,"[5.663801878218557, 3.978901478401628, 5.727702557895484]","[59.76973647486334, 48.233949540498905, 62.761910005083784]","[27.519376031989868, 14.589741924880878, 32.45058576108175]","[54.105934596644786, 44.25504806209727, 57.0342074471883]","[38, 86, 121]","[0, 52, 109]"
UMD with 12 segments for 1 permutations and bottleneck,0.921357752253956,16.639978352375,113.359208636003,50.1010155637145,96.7192302836279,48,131,"[24.33742510342904, 16.639978352374982, 28.226507230709235]","[102.4896857103384, 96.74937395856504, 113.35920863600286]","[51.56186295099394, 44.37607604904539, 54.365107691104186]","[78.15226060690937, 80.10939560619006, 85.13270140529363]","[24, 48, 132]","[14, 60, 131]"
UMD with 12 segments for 1 permutations and nobottleneck,0.845814132894097,17.6646991325753,89.4835062588035,43.0837141213219,71.8188071262282,52,28,"[25.849407391266226, 17.66469913257528, 25.198594174040117]","[89.4835062588035, 84.44285025819747, 76.20367471830492]","[48.535355814749586, 36.7969717901731, 43.91881475904307]","[63.634098867537276, 66.77815112562219, 51.00508054426481]","[8, 52, 115]","[28, 92, 129]"
UMD with 12 segments for 2 permutations and nobottleneck,0.715142255307274,3.18772101914108,73.1396155159325,37.8990877244053,69.9518944967914,1,74,"[3.1877210191410765, 4.477890527951181, 22.464196430257044]","[66.12596480035202, 73.1396155159325, 66.45275045154003]","[39.79307249157171, 30.661368429661255, 43.24282225198308]","[62.93824378121094, 68.66172498798133, 43.98855402128298]","[1, 61, 103]","[11, 74, 104]"
UMD with 12 segments for 3 permutations and nobottleneck,0.674003042178697,4.97212123017371,88.1412308403261,32.6554627283079,83.1691096101523,73,5,"[15.091558642557548, 4.972121230173711, 17.444171301737704]","[88.14123084032605, 47.79450929160994, 86.7600218971808]","[37.0640682425171, 21.827462722510514, 39.07485721989604]","[73.0496721977685, 42.82238806143623, 69.3158505954431]","[34, 73, 131]","[5, 80, 98]"
UMD with 12 segments for 4 permutations and nobottleneck,0.608636130881489,6.21180886900111,81.8060896049714,29.6371378351972,75.5942807359702,74,15,"[15.257178098595263, 6.211808869001113, 15.246327488796059]","[81.80608960497136, 48.40256674189386, 64.83007073807654]","[33.68923202233376, 21.189404292027433, 34.03277719123038]","[66.5489115063761, 42.190757872892746, 49.58374324928049]","[13, 74, 96]","[15, 56, 118]"
UMD with 12 segments for 5 permutations and nobottleneck,0.617098262365044,4.21971022929342,90.5558053927993,28.4615958390165,86.3360951635059,1,77,"[4.219710229293422, 5.977884553085332, 13.139347493290316]","[67.83185869641497, 90.5558053927993, 65.60226318940391]","[32.15421491614722, 22.250675087202215, 30.97989751370001]","[63.61214846712155, 84.57792083971397, 52.4629156961136]","[1, 71, 102]","[36, 77, 118]"
UMD with 12 segments for 6 permutations and nobottleneck,0.528133955933464,3.93230710687642,82.9610727192056,27.3153990095997,79.0287656123292,48,3,"[5.729800371350264, 3.932307106876417, 4.411376001221069]","[82.96107271920559, 64.36147223483908, 73.33213905390771]","[31.290722717350672, 17.29417998604225, 33.3612943254063]","[77.23127234785532, 60.42916512796267, 68.92076305268664]","[12, 48, 134]","[3, 79, 116]"
UMD with 12 segments for 7 permutations and nobottleneck,0.497694871600215,5.40943447117234,65.3246516504528,22.6566137618327,59.9152171792804,25,111,"[5.409434471172343, 7.627097426460274, 7.7812001375191295]","[39.02173817178026, 55.26473219548217, 65.32465165045276]","[23.34672688542412, 14.326664768701912, 30.296449631372052]","[33.61230370060791, 47.63763476902189, 57.543451512933636]","[25, 65, 132]","[45, 70, 111]"
UMD with 12 segments for 8 permutations and nobottleneck,0.520813106241382,3.91553299706729,71.7294328340312,22.9051578492247,67.8138998369639,60,85,"[4.2232504154991535, 3.91553299706729, 4.798788432293039]","[54.545076180352666, 71.72943283403119, 55.62837533411165]","[26.46113029256391, 13.170199855971914, 29.084143399138213]","[50.321825764853514, 67.8138998369639, 50.829586901818615]","[25, 60, 133]","[20, 85, 140]"
UMD with 12 segments for 9 permutations and nobottleneck,0.451830905587979,9.61806155647644,61.8156463622912,22.6080089118586,52.1975848058147,96,14,"[10.33417667536338, 9.772699241102746, 9.618061556476444]","[61.81564636229116, 40.55548956963452, 59.059796638751365]","[25.885768161515873, 16.032898427713352, 25.905360146346666]","[51.48146968692778, 30.78279032853177, 49.44173508227492]","[38, 66, 96]","[14, 63, 99]"
